Date,Temperature_Max (°C),Temperature_Min (°C),Humidity (%),Rainfall (mm),PM2.5 (µg/m³),PM10 (µg/m³),NO2 (µg/m³),Seismic Activity (Richter),Wind Speed (km/h),Visitors,Biological Growth (%),Soil Erosion (mm/year)
30-08-2016,29.3,26.6,74.6,229.1,79.1,184,77.7,4.6,19.2,876,46.5,0.59
31-08-2016,30.8,15.6,53.8,214.3,27.7,109.1,11.9,2.7,8.9,433,27.7,2.02
01-09-2016,31.4,23.7,52.2,289.7,38,168.5,60.8,2.4,10.3,553,6.4,1.1
02-09-2016,26.6,17.2,77.4,7.7,55,198.8,20.6,4.7,10.4,376,17.2,0.54
03-09-2016,30,21.4,50.1,216.4,136.9,110.4,73.5,4,23.6,339,32.6,2.17
04-09-2016,27.4,28.5,56.7,151.3,78.8,126.8,74.6,3.3,25,135,24.1,1.62
05-09-2016,39.6,23.6,50.6,139.7,18.9,120.9,17,3.7,29.8,918,20.7,2.03
06-09-2016,27.2,28,69.6,177.3,18,32.2,10.6,5.6,9.9,782,21,2.77
07-09-2016,38,17.1,73.5,168.8,30.2,35.9,10.5,4.3,27.9,114,41,1.53
08-09-2016,29.9,21.8,78.8,214,103.5,193.5,56.3,4.2,10.1,488,13.6,2.93
09-09-2016,26.9,27.8,42.3,101.9,44.8,35.4,66.4,3.8,22.9,451,8,2.85
10-09-2016,35.6,15.5,53.5,139.2,91.5,33,21.6,3.5,29.4,844,46.3,2.93
11-09-2016,30.1,19.1,83.8,195.2,11.6,76.4,33.1,5.1,20.3,828,43.2,1.38
12-09-2016,35,20.7,59.7,7.7,98.8,67.8,43.1,5.3,21.5,752,37,2.21
13-09-2016,41.1,29.9,55.8,190.6,134.6,23.4,50,5.4,26.4,643,17.8,0.9
14-09-2016,30,18.8,54.1,10.2,19.2,160.2,12.2,5.4,5.3,458,29.6,1.92
15-09-2016,35.7,18.2,88.1,184.6,78,39,20,2.4,22.4,362,24.2,0.81
16-09-2016,45,18.4,79.6,222.6,110.4,157.5,30.6,5.2,9,750,7.5,2.1
17-09-2016,34.6,22.3,56,257.3,148.5,70.3,65.5,3.7,11.4,314,41.6,0.66
18-09-2016,37.6,30,78.4,85.9,20.8,122.2,60,5.1,15.4,908,27,1.09
19-09-2016,39.5,15.9,79,200.6,24.2,82.8,30.3,2.3,24.6,603,33.1,1.46
20-09-2016,34.7,19.2,43,93.5,131.9,45.8,35.9,3.9,5.9,518,41.3,2.34
21-09-2016,34.8,18.8,85.2,91.1,14.2,24.5,22,2,7.6,996,25.6,0.5
22-09-2016,32.9,17.3,67.4,12.8,135.1,65.6,64.7,2.3,17,116,46.6,1.42
23-09-2016,44.5,17,72.5,94.7,75.6,59,50.2,2.3,12,204,16.6,2.44
24-09-2016,30.3,16.2,55.3,164.9,63.7,170.4,40.3,3.8,12.5,420,18,2.65
25-09-2016,44.4,29.8,46,289.5,131.3,108.5,61.7,6,7.7,713,15.4,1.78
26-09-2016,34.7,21,60.4,163.2,34.5,161.7,61.8,4,19.4,748,24.5,1.27
27-09-2016,30.8,24,85.3,134.2,54.9,158.2,11.8,3.6,5.8,823,14.1,1.83
28-09-2016,35.1,19.2,62.8,264.7,117.8,86.9,40.2,5.5,6.8,354,8.4,2.79
29-09-2016,33.5,28.6,73,41.1,33.5,163.2,24.9,2.7,14.7,612,28.1,1.84
30-09-2016,37.7,24.3,59.3,37.5,97.6,172.6,23.7,5.9,16.4,324,24.1,2.09
01-10-2016,25.1,23.3,57,26.9,131.8,65,44.6,2.3,15.5,136,48.1,0.52
02-10-2016,28.9,15.6,48.7,45.9,92.9,106.2,53,5.9,9.8,709,49.5,2.42
03-10-2016,30.3,29.3,86.2,131.3,29,188.2,15.6,4.3,13.8,344,8.6,2.75
04-10-2016,40.6,17,54.4,30.7,57.8,131.4,52.2,2.5,24,329,13.4,1.68
05-10-2016,27.9,28.4,86.4,18.2,44.6,53,28.4,2.1,10.6,870,36.1,2.63
06-10-2016,39.3,30,58.4,297.1,70.3,31.5,42.4,4.2,20.8,220,43.1,2.13
07-10-2016,25.7,25.3,79.9,139.4,134.8,63,75.4,2.7,28.4,823,43.4,1.27
08-10-2016,43,24.8,61.4,241.2,102.9,79.7,35.3,3.8,23.3,416,37.1,1.09
09-10-2016,41.6,15.3,72.3,290.3,148.6,107.1,62.1,5.7,5.6,821,21.2,1.94
10-10-2016,37.5,17.2,85.2,127.9,23,145.8,19.8,3.7,16.7,628,8.2,2.66
11-10-2016,39.6,27.8,62,294.9,63.4,52.6,13.5,2.7,21.2,345,26.3,2.77
12-10-2016,37,24.9,84.9,148.8,134.2,29.2,13.2,3.3,29.4,843,29,1.93
13-10-2016,29.4,27.2,53.9,7.8,86.8,60.6,28.9,2.6,23.5,183,8.2,1.04
14-10-2016,32.5,27.1,56.6,104.2,99,121.8,55.7,5.6,26.3,805,13.9,0.79
15-10-2016,33.9,27.8,43.2,33.9,85.8,34.4,49.9,4.7,27.9,385,37.3,1
16-10-2016,36.7,22.3,49.9,280.8,120.7,47.7,54.7,4.8,26.3,531,16.3,1.99
17-10-2016,26.4,25.9,51.5,107.6,145.1,178.4,75.3,2.7,26.8,450,43.8,2.86
18-10-2016,31.7,27.4,69.2,78.9,17.8,93.5,19.8,5.7,26.6,486,14.9,1.34
19-10-2016,36.1,25.5,41.8,19,119.4,96.7,69.6,2.1,14.7,506,6.8,2.69
20-10-2016,40.3,24.5,52.1,24.3,44.6,39.4,21.8,2.3,22.1,920,9.4,0.94
21-10-2016,28,23.3,53.4,251.4,72,108,23.8,5,19.3,438,12.7,0.8
22-10-2016,40.6,17.1,83.1,276.7,27.1,181.3,47.1,5.9,25.4,738,35,1.84
23-10-2016,32.6,18.4,89.9,196.4,44.7,96.9,38.1,5.8,29.2,991,48.4,1.02
24-10-2016,29.7,20.4,58.2,187.7,122.7,85.9,78.5,3.1,11.7,107,11.8,2.03
25-10-2016,34.8,26,77.6,195.2,56.5,85.2,53.8,4.7,16.4,439,48.9,1.15
26-10-2016,35.3,29.1,52.6,269.4,56.9,116.2,59.8,3.9,8.4,755,28.2,0.52
27-10-2016,29,17.4,80.6,156.5,77.9,20.8,37.8,2.3,24.3,636,43.4,0.69
28-10-2016,32.8,26.2,86.1,262.9,83.9,91,49.7,2.6,21,846,7.9,0.54
29-10-2016,35.4,17,48.4,113.7,69.2,85.1,79.1,4.6,24.9,344,27.9,2.98
30-10-2016,26.1,23.8,68.7,179.8,109.2,50,10.7,4.9,5.5,481,46,0.89
31-10-2016,36.4,29.3,73.7,26.3,108.5,108.9,22,5.1,22.5,143,36.6,2.66
01-11-2016,43.2,29.6,44.4,20.7,63.1,32.4,25.6,2.1,28.3,634,35.6,2.18
02-11-2016,42.8,28.4,71.4,146.6,68.5,29.1,72,3.7,5.1,671,34.8,1.34
03-11-2016,44.8,17.2,77.3,282.7,131.4,80.9,72.8,5.5,27.8,911,44,2.22
04-11-2016,31.2,26.7,74,33.7,10.5,143.7,31.8,6,29.7,989,31.1,2.87
05-11-2016,28.3,16.3,62.9,67.9,106.4,71.9,21.5,4.7,18.1,831,27.4,1.44
06-11-2016,41.7,16.1,65.2,198.7,22.3,34.9,66.1,4.2,8.2,592,34.1,2.1
07-11-2016,30.6,27.2,46.8,233.9,98.1,157.8,27.9,5.4,13.1,407,23.8,1.12
08-11-2016,42.8,24.4,76.1,62.2,98.5,22.8,39.1,2.7,22.5,931,29.6,1.61
09-11-2016,40.6,23.9,87.4,139.8,108.6,131.3,63.6,3.8,13.9,774,41.3,0.8
10-11-2016,40,17.4,51.6,146,119.8,171.3,24.6,3.8,24.9,380,45,2.25
11-11-2016,30.2,16.6,40.4,281.6,28.3,35.8,51,2.1,18.1,688,21.9,2.84
12-11-2016,41.7,26.5,75.6,35,76.4,148.1,50.5,5.4,15.8,647,15.7,1.32
13-11-2016,34.7,15.9,84,114.4,56.7,149.3,51.5,2.3,16.4,124,14,1.83
14-11-2016,31.8,15,83.9,132.4,57.7,47.6,75.3,4.9,25,963,15.5,2.16
15-11-2016,40.5,28.1,62.5,249,127.1,196.3,73.7,3.6,12.8,934,31.2,1.91
16-11-2016,36.9,29.7,47.9,221.1,10.3,144.6,72.2,4.6,22.6,890,12.8,2.62
17-11-2016,40.5,22.8,47.6,208.2,30.9,86.3,31.3,5.7,10.6,801,28.1,1.4
18-11-2016,42.5,25.7,62.7,123.8,70.6,152,30.4,2.2,7.7,422,41.9,2.37
19-11-2016,35.6,26.2,73.2,131.7,127.8,81.8,56.3,3.6,6.9,461,26.4,0.94
20-11-2016,38.9,18.9,75.1,211.4,113.4,161.4,27.8,3.4,12,857,47.4,2.77
21-11-2016,32.1,28.8,87.4,209.5,23.1,182.2,15.2,2.5,20.2,681,31.1,1.88
22-11-2016,27,27.4,71,247.4,82.7,78.2,63.8,4.1,14.3,990,34.2,2.28
23-11-2016,34.1,20.4,77.9,77.2,80.6,88.8,23.5,2.4,6.6,625,7.2,2.09
24-11-2016,28.1,18.6,70.7,230.3,74.7,35,52.4,3.7,28.9,587,22.1,2.59
25-11-2016,44.9,16.2,83.5,90.3,19.2,57,52.2,4,25.4,129,25.5,2.94
26-11-2016,35.1,22.1,55.1,56.7,43.3,163,13.2,5.2,15.3,826,40.4,0.97
27-11-2016,30.1,23.2,74.1,155.8,77.9,86.4,73.9,3.3,8.1,692,29.8,1.59
28-11-2016,30.9,20.9,43.9,83.6,61.4,42.3,12,3.3,13.2,786,17.9,1.83
29-11-2016,36,27.2,75.5,259.6,86,55.5,76.4,4,22.6,500,25.7,0.98
30-11-2016,35.1,18.5,75.5,131.2,90.5,89.8,55.9,4.3,6.3,963,7.9,1.95
01-12-2016,36.2,16.7,66.5,126.1,75.5,175.5,74.6,4.5,16.3,242,39,1.16
02-12-2016,26.4,23.8,69.2,100,45.1,181.9,30.1,5.3,27.4,961,13.7,1.32
03-12-2016,32.5,21.2,80,52,43.8,55.5,37.5,5.9,21.7,755,37.2,1.77
04-12-2016,31.7,19.8,82.5,87.8,49.7,50.7,57.8,4.9,9.9,982,48.6,1.68
05-12-2016,28.6,26.5,52.6,229.4,38.9,177.2,18.7,5.2,13.8,743,32.4,1.6
06-12-2016,43.2,20.4,68,265.1,91.3,121.4,70.4,4.2,11.8,903,35.8,2.08
07-12-2016,39.5,19.6,75,105.3,126.2,72.5,27.7,2.4,10.4,380,39.7,0.67
08-12-2016,34,28.4,50.3,108.6,67.9,69.5,56.4,3.8,10.2,499,28.9,1.79
09-12-2016,37.2,15.4,54.3,248.9,65.9,70,12.5,3.4,8.5,906,27.7,0.73
10-12-2016,32.9,27.2,77.2,282.7,35.7,177.1,10.8,3.5,23.9,268,17,1.56
11-12-2016,37.7,18.4,65.6,182,124.5,188.1,48.5,3.8,13.3,430,8.6,2.14
12-12-2016,43.4,19.9,89.7,238.1,19.6,112.1,37.3,3.5,9.1,321,31.9,0.76
13-12-2016,36.2,27.1,48.6,227,128,53.2,14.5,5.3,14.4,216,44.6,2.34
14-12-2016,41.6,29,83.9,86.7,149.4,149.2,36.5,4.7,8.9,645,5.3,1.34
15-12-2016,44.9,22.8,59.1,178.7,30.2,189.2,48.5,3,28.4,855,36.5,1.65
16-12-2016,27.3,26.1,43.2,19.9,121.1,160.6,28.5,6,5.4,473,6.5,2.92
17-12-2016,29.6,18.1,72.1,87.1,92.1,57.2,79.6,5,24.5,539,35.9,2.86
18-12-2016,26.3,18.2,57.3,18.3,26.9,143.2,64.1,4.9,6.4,216,8.6,2.63
19-12-2016,36.2,27,46.8,139.6,14.5,69.1,26.8,5.3,8,716,15.1,2.96
20-12-2016,26.1,16.1,74.2,257.4,32.1,42.5,53.9,4.2,11.6,196,31,2.61
21-12-2016,29.6,17.3,72.4,157.6,65.6,51.7,53.4,3.3,8,500,40.9,1.16
22-12-2016,32.2,17.2,57,237.5,80.8,22.6,43,5.5,15.2,808,31.6,1.2
23-12-2016,33,22.6,46.2,257.3,11.6,159.9,69,3.8,24.6,371,46,2.9
24-12-2016,32.4,29.2,47.9,288.3,18,190.5,63.4,5.8,11.2,525,32.3,2.28
25-12-2016,39.6,18.1,68.8,220.1,128.4,121.8,44.5,4.5,5.7,973,23.7,2.82
26-12-2016,37.1,26.6,85.9,5.1,51.7,42.5,33.5,3.5,19.8,516,41.5,2.02
27-12-2016,37.2,22.5,81.3,292.1,120.7,32.6,25.9,4.1,19,123,40.6,1.58
28-12-2016,37.1,16.9,48.5,271.1,80.1,105.3,71.4,3.3,14.6,355,35,2.65
29-12-2016,38.1,19,89,258.5,94.3,145.7,77.9,2.7,11.6,549,16.4,1.9
30-12-2016,25.8,23.6,87.1,81.8,24.6,170,54.6,2.3,12.3,933,28.4,0.85
31-12-2016,35.4,25.2,55.3,249,85.9,29.4,18,3.9,7.7,694,44.1,1.09
01-01-2017,33.6,29.7,71.3,12.6,103.4,159.9,59.3,3.3,6,407,48.6,0.9
02-01-2017,27.9,27.1,48.9,122.7,21.2,128.5,65.1,3.5,16.7,178,45.8,2.01
03-01-2017,44.2,15.4,80.4,260.2,34,55.2,56.5,4.3,9,904,38.2,0.74
04-01-2017,44.3,18.5,65.3,264.4,75.3,94.6,34.1,5.1,23.6,843,30.1,1.78
05-01-2017,25.2,24.3,87.2,29.5,131.1,102.1,14.2,4.2,22.9,177,19.9,0.56
06-01-2017,44.8,19.1,86.4,241.3,92.1,86,65.4,3,6.1,571,30.8,2.54
07-01-2017,43.2,25.9,53.9,278.7,99.9,123.8,62.8,2.7,12.2,488,34.3,1.06
08-01-2017,26,19.3,46.4,16.3,27.1,27,39.8,5.1,18.3,237,24.7,1.45
09-01-2017,44.7,24.5,48.9,43.6,135.8,196.5,33.6,4.8,22.7,418,21.2,2.65
10-01-2017,40.7,28.3,67,197.7,37.9,134,50.2,4,24.9,758,49.2,2.14
11-01-2017,27.7,23.3,52.4,212.4,12.7,129.3,23.8,2.6,6.8,539,48.7,1.77
12-01-2017,37.2,28.8,53.7,228.6,37.9,198.6,24.6,3.1,12.4,502,35,1.93
13-01-2017,29.9,23.7,60.1,239.6,81.6,161.3,20.9,3.4,18.2,836,49.8,0.79
14-01-2017,26.5,17,65.9,210.8,29.4,74.5,74.4,5.5,12.4,306,7.2,1.95
15-01-2017,43,27.7,43.9,223.8,118.7,99.6,26.9,2.7,11.3,597,9.4,2.36
16-01-2017,44.6,17.7,60,3.8,138.3,167,76.2,5.5,13.3,615,11.6,1.73
17-01-2017,44.2,29.2,46.5,142.9,30.7,52.9,40.4,2.5,14.2,576,36.5,0.71
18-01-2017,41.4,20,44.2,221.1,20,157.3,57.4,5.3,30,186,32.5,0.78
19-01-2017,29.1,26,79.7,284.2,146.1,95.2,15.3,4.7,23.1,198,7.4,2.29
20-01-2017,42.6,15,43.4,271.5,62.4,197.4,43.3,3.2,11.1,181,15.8,2.32
21-01-2017,34.2,19.7,71.4,124.1,144.6,151.9,40.1,4.8,17.8,684,26.3,1.83
22-01-2017,29,27.7,84.4,150.1,27.8,145.5,60.9,3.6,14.5,917,29.3,1.02
23-01-2017,43.6,27.1,82.8,245,45.5,141.5,43.3,5.3,12.8,157,40,0.68
24-01-2017,44,16.1,86.4,94.1,130.8,155,48.4,2,7.5,514,29.8,1.8
25-01-2017,41.4,28.4,67,158.6,96,67,60.9,4.8,28,713,27,2.07
26-01-2017,33.2,25.3,51.7,199.8,26.6,171.4,58.6,4.9,14.2,363,44.9,2.45
27-01-2017,25.4,24.7,54.5,175.6,18.6,52.2,45.2,5.8,29.7,659,13.4,0.8
28-01-2017,31.2,20,84.4,70,49,21.9,29.4,3.5,5.8,917,35.8,2.76
29-01-2017,33.6,26,84.2,107,80,74.6,71.5,4.8,25,399,33.3,1.19
30-01-2017,28.4,27,53.5,261.3,82.5,86.1,76.4,3,20.7,767,6.7,2.37
31-01-2017,29.1,23.8,49,212.3,130.3,86.6,46.2,3,8.2,488,14.6,0.61
01-02-2017,44,24.4,71.5,135.9,43.4,120.2,36.1,2.9,19.8,512,19.5,1.86
02-02-2017,38.4,29.4,55.1,234.2,81.4,76.6,44,5.4,11.1,336,10.2,0.96
03-02-2017,37.2,17.2,42.9,96.4,139.2,143.5,31.8,3.9,13.1,320,36.7,2.2
04-02-2017,33.8,20.2,84.4,260.6,94.1,107.5,16.4,4,25.1,275,12.5,2.2
05-02-2017,32.7,27.6,57.9,215.1,12.9,170.4,53.3,3.1,25.1,776,15.3,1.16
06-02-2017,31.9,15.5,40.7,2.1,144,101,67.4,2.7,8.7,739,39.2,1.22
07-02-2017,35.3,26.8,53.9,216.4,44.9,120,78.8,4.3,8.8,517,14.4,0.67
08-02-2017,28,25.6,49.7,128.3,57.5,195,67.4,3.2,7,208,23.3,1.08
09-02-2017,36.4,15.2,80.1,254.7,15.7,43.8,27.2,5.7,28.3,773,8.1,0.91
10-02-2017,39,18.2,82.6,125.7,12.2,24.3,70.1,2.1,7.1,684,40.4,0.6
11-02-2017,39.5,25.1,40,263.1,11.5,129.7,49.9,4,16.3,612,17.8,0.6
12-02-2017,33,24.9,85.4,250.5,96.1,103.5,32.2,5,25,611,47.1,2.18
13-02-2017,25.3,20.3,69.7,23.2,19.3,142.2,79.3,3.1,15,896,46.5,1.14
14-02-2017,26,29.9,40.8,169.5,127.8,134.3,77.4,5.4,22.5,128,5.5,1
15-02-2017,37,17.1,88.9,112.6,108.8,55.6,76.1,2.4,23.1,846,44,0.82
16-02-2017,35.9,20.7,60,72,140.4,107.7,26.3,5.1,27.9,868,29.1,2.46
17-02-2017,35.9,28.9,53.4,258.2,70.4,24,11.8,3.7,23.2,399,29,1.32
18-02-2017,31.8,26.9,50,31.5,84.9,96.5,23.5,2.9,15.5,967,38.6,1.89
19-02-2017,28.8,26.2,87.5,246.9,11.8,24.6,73.2,2.2,7.4,499,35.5,1.51
20-02-2017,31.3,21.1,78.3,39.8,127.6,73.2,68,5.5,26.2,499,6.7,2.39
21-02-2017,43,23.7,78.5,169.1,137.4,150,70.1,4.6,9.8,918,15.5,0.79
22-02-2017,26.3,27.8,43.3,16.3,150,103.5,13.6,5.4,28,318,14.9,2.04
23-02-2017,40.3,23.1,45.5,53.7,68.1,79.8,79.3,3.9,8.7,455,49.9,2.82
24-02-2017,39.2,28.2,85.5,177.6,17.1,108.5,11.9,5.2,12.8,320,16.9,2.03
25-02-2017,35,27.2,75.9,230.6,131.9,163.6,74.8,3.3,6.5,696,20.8,2.43
26-02-2017,40.8,29.8,61.8,236.3,77.4,121.9,72.2,5.2,12.9,984,46.7,2.36
27-02-2017,44.9,28.5,61.5,178.3,36.3,161.1,52.8,5.5,16.3,836,22.7,2.39
28-02-2017,42.1,20.4,75.4,129.5,34.8,36.7,54,5.4,14.4,849,13.8,1.06
01-03-2017,35.5,17.6,82.7,190.3,32.9,164.1,46,2.3,19.5,632,32.8,2.94
02-03-2017,25.6,16.5,62.9,215.6,73.1,145.3,36,5.2,11.6,780,43.2,1.12
03-03-2017,37.3,21.6,84.3,9.9,128.1,96.4,20,5.8,12.4,715,38.4,2.72
04-03-2017,36.6,29.1,78.4,21.5,148.5,128,28.8,2.3,17.3,813,20.5,1.51
05-03-2017,29.8,26.1,72,34.5,144.5,91.2,21.3,3.4,7.4,829,49.6,1.91
06-03-2017,28.4,25.2,88.5,139.9,108,154.1,77.1,4.9,7.6,229,29.6,1.6
07-03-2017,38.8,25.9,56.1,117.5,72.7,157.9,48.3,4.5,23.1,851,21.7,2.27
08-03-2017,32.8,17,63.9,4.5,80.3,108.4,28.4,3.1,22.6,763,5.4,2.27
09-03-2017,27.4,16.9,64.6,93.2,75.6,101.5,47.4,2.6,15.9,706,27.7,1.05
10-03-2017,41.7,29.2,84.4,50.7,145.7,197.4,49.3,4.6,23.3,788,47.8,0.55
11-03-2017,25.6,26.2,82.2,133.9,36.5,129.1,13.2,4.1,20.1,273,19.9,0.67
12-03-2017,31.9,22.5,56.4,0.8,71.8,90.5,31.7,3.6,21.8,407,39.6,2.04
13-03-2017,36.6,25,86.9,258.8,25.4,20.3,53.9,4.2,20.6,602,15.1,1.06
14-03-2017,38.6,17.7,45,209.9,99.3,135,47.1,2.2,15.8,956,23.6,2.21
15-03-2017,35.8,26.5,50.7,38.2,46.3,146.2,76.1,4.3,18.4,644,42.2,2.14
16-03-2017,31.1,16.7,73.6,78.7,108.7,150.8,41.3,3,11.8,298,18.2,2.08
17-03-2017,33,18.6,53,16.1,121.7,99,75.8,2.2,18.1,956,41.9,0.93
18-03-2017,35.5,18.9,66.5,42.3,27.7,22.7,64.9,3,9.7,467,11,1.62
19-03-2017,40.1,19.1,48.8,215.5,69.5,157.8,50.2,2.5,11.5,919,15.6,1.12
20-03-2017,27.6,24,77.4,52.8,32,51.9,49.2,5.8,9.1,179,42.8,0.71
21-03-2017,25.8,19.7,63.3,170.4,139.8,99.9,66.6,5.2,25.6,770,35.8,1.76
22-03-2017,28.7,23.6,60.8,126.6,137,136.7,11.3,4.7,12.1,562,30.2,0.65
23-03-2017,40.2,20.8,49.1,132.1,103.7,200,18.5,5.6,8.3,205,6.3,0.92
24-03-2017,42.9,26.9,48.5,232,13.8,163.2,22.6,5.3,5.4,880,42,2.71
25-03-2017,37.8,19.4,70.5,212.8,94.3,31.1,24.9,2.4,25.8,773,9.9,2.99
26-03-2017,36.1,19.2,54.4,148.1,90.9,39.9,16.6,3.9,7.5,353,10.2,2.98
27-03-2017,41.5,23.6,82.3,144.5,130.8,106,29.6,5.8,15.7,484,44,0.72
28-03-2017,25.3,26.3,42,228.5,76.8,37.4,75.2,4.8,22,107,20.2,2.22
29-03-2017,30.9,19.7,80.5,217.8,20,96.4,24.2,5.8,27.9,919,41.1,2.83
30-03-2017,28.1,27.8,74.7,48.3,50.7,175.2,17.4,4.5,24.6,188,9.4,2.36
31-03-2017,42.2,16,56.1,53.6,38.5,188.6,71.2,5.9,5.7,260,25,2.3
01-04-2017,28.1,22,59.6,12.5,82.7,52.3,27,3,28.2,982,49.2,1.5
02-04-2017,35.1,22.7,74.5,230.9,74.2,97.5,78.5,4.8,17.7,724,5.4,2.46
03-04-2017,41.2,19.5,40.6,27.8,89.3,154.3,38.3,3.8,23.5,510,21,2.4
04-04-2017,33.2,19.6,89.3,241.2,24.1,46.2,61.1,2.9,29.4,723,49.2,1.98
05-04-2017,44.4,16.1,75.7,192.8,32.6,27.8,74,5.9,19.4,942,29.4,1.72
06-04-2017,27.6,16,72.8,229,110.8,72.7,48.7,5,16,590,11.1,2.28
07-04-2017,36.2,26.5,59.7,107,30.7,58.3,12.6,3.3,8.6,713,16.8,0.63
08-04-2017,29.2,29.3,86.4,283.4,71.1,127.5,21,2.6,28,648,10.5,1.37
09-04-2017,35.1,16.6,68.6,157.1,68.5,119.2,28.8,4.5,5.1,204,8.3,2.15
10-04-2017,38.7,24.9,88.2,22.5,35.3,82.7,64.8,3.2,29.5,272,21.4,2.55
11-04-2017,31.1,18.7,56.4,74.4,22.6,111.3,26.5,3.4,29.1,623,15.2,1.05
12-04-2017,28.6,18.2,50.6,59.9,26.6,159.6,74.9,2.8,13.8,287,22.5,1.26
13-04-2017,26.1,20.8,71.5,49,119.1,57.7,29,4.4,10.4,926,23.6,1.37
14-04-2017,33.1,28.1,75.5,269.8,83.9,53.9,53.2,2,9,318,43.2,1.84
15-04-2017,37.1,15.1,75.9,27.4,132.3,198.4,46,3.3,25.3,784,6.2,2.96
16-04-2017,36.8,23.2,50.9,144.6,93.2,125.1,45.7,4.3,14.4,160,33.7,2.97
17-04-2017,32.3,22,75.2,286.4,54.2,166.8,49.9,2.2,14.5,531,18.4,1.07
18-04-2017,28.3,16.5,53.8,192,117.5,66.1,53.8,3.3,9.6,138,5.9,1.35
19-04-2017,31.3,17.5,59.9,248.7,59.5,123.3,79.5,4.5,12,357,11.8,2.06
20-04-2017,29.5,17.8,77.2,250.2,78.8,190.1,69.6,2.7,18.2,720,23.8,2.82
21-04-2017,27.1,21.7,78.8,280.4,60.4,25.5,72.2,3.8,8.7,727,40.2,2.27
22-04-2017,25,15.9,84.1,121.8,104,187,64.6,2.2,11,671,15.9,0.94
23-04-2017,28.7,19.7,66.3,214.7,114,22.8,60.5,4.6,27,290,6,1.84
24-04-2017,39.7,16.3,40.3,224.6,130.7,174.9,38.8,3,17.3,772,31.3,0.69
25-04-2017,30.4,17.5,74.7,85,129.8,23.7,70.3,3.6,22.4,259,8.3,1.01
26-04-2017,41.6,25.8,90,67.5,38.2,148.1,73.1,4.2,16.3,840,34.3,1.8
27-04-2017,38.7,18.8,41.3,219.5,43.8,140.8,48.8,5.6,21.9,227,27.4,0.81
28-04-2017,41.1,27.8,81,23,121.6,114.9,54.4,4.6,21.4,773,26.5,1.22
29-04-2017,30.9,18.7,78.7,170,58.9,42,23.9,5.5,15.3,912,36.2,2.27
30-04-2017,34.5,20.1,46.8,250.1,44.8,186.7,71.5,2.3,25.1,252,10.9,2.15
01-05-2017,37.7,22.4,67.7,218.4,15,105.8,76.2,2.2,15.3,133,24.6,1.42
02-05-2017,31.9,25.2,50.6,151,73.8,74.6,54.8,5.9,22.9,496,25.3,1.35
03-05-2017,44.3,18.9,45.7,139.8,31.2,103.1,60.8,5.2,29.5,139,23.3,1.66
04-05-2017,44.3,24.1,45.7,93.5,110.1,66.2,29.2,5.4,7.8,213,45.4,1.71
05-05-2017,26.5,19.6,43.4,61.3,22.3,169,42.8,3,23.8,115,38.5,0.66
06-05-2017,29.5,21.4,42.3,293.6,128.5,36.3,62.2,4.8,21.6,636,38.4,1.78
07-05-2017,28.3,20.8,54.9,149.2,93.7,111.5,78,5.4,28.1,391,25.5,2.03
08-05-2017,42.1,24.5,85,198.5,106.2,71.7,51.5,4.3,26,124,19.6,1.83
09-05-2017,32.3,15.6,43.7,223.5,40.2,184.7,12.8,3.7,7.6,558,18,2.86
10-05-2017,37.7,20.3,87,196.2,14.8,43.3,26.1,3.3,15.9,494,8.9,2.32
11-05-2017,40.9,18.8,83.6,53.7,146.8,69.4,70,3,20.5,437,37.5,1.2
12-05-2017,38.4,20.9,49,245.9,64.1,101.2,38.6,5.7,22.9,560,7.6,1.17
13-05-2017,36.6,15.9,69.6,239.8,84.4,81.8,41.3,4.9,28.8,717,27,1.62
14-05-2017,29.4,24.1,54.6,206,70.4,113.8,60.5,5.4,17.7,153,19.6,2.66
15-05-2017,42.7,27.2,43.4,233.6,98.9,115.1,12.5,4.8,29,207,19.2,2.61
16-05-2017,27.4,16.1,51.2,190.2,86.7,133,52.9,4.7,24,890,14.3,0.97
17-05-2017,32.8,17.5,60.6,244.6,70.4,159.2,17.8,4.9,11,240,34.5,0.55
18-05-2017,35.8,17.9,83.8,57.4,50.6,94.7,41.5,2.8,13,134,49.1,1.63
19-05-2017,28.8,23.2,84.2,110.4,78.2,183.6,16.6,3.5,12.7,380,6.2,2.68
20-05-2017,39.4,21.7,76.7,257.7,48.9,42.5,74.5,5.3,19,562,46.1,1.6
21-05-2017,30.2,15.2,88.1,209.2,146.4,31.7,38.2,3.4,11.2,767,21.1,2
22-05-2017,32,16.7,52.8,208.9,85.3,189.1,11.5,2.4,11.1,202,18.4,1.41
23-05-2017,25.3,16.5,75.1,0.4,72.6,24.6,26.8,4.1,13.2,716,45.8,0.65
24-05-2017,25.7,15.4,73.8,173.8,74.2,117.3,20.9,4.3,26.9,654,7.9,2.26
25-05-2017,26.8,29.2,67.9,165.6,75.6,101.8,63.1,2.7,22.4,877,39.7,1.54
26-05-2017,35.4,15.8,54,34.9,147.6,118.2,22.8,5.5,23.6,856,18.5,1.92
27-05-2017,34.1,17,72.1,115.4,51.9,136.4,24.3,5.1,26.6,973,33.5,2.84
28-05-2017,43.1,28,62.8,174.5,36.8,174.2,67.8,5.6,24.4,337,34.8,2.4
